txn_dt,menu_article,units_moved,batch_yield,unit_cost_rm,markdown_rate,meteo,calendar_dow
2025-10-03,Earl Grey Cinnamon Bun,44,54,14.0,0,Cloudy,Friday
2025-10-04,Earl Grey Cinnamon Bun,54,60,14.0,0,Rainy,Saturday
2025-10-05,Earl Grey Cinnamon Bun,66,79,14.0,0,Sunny,Sunday
2025-10-09,Earl Grey Cinnamon Bun,32,38,14.0,0,Sunny,Thursday
2025-10-10,Earl Grey Cinnamon Bun,37,42,14.0,0,Sunny,Friday
2025-10-11,Earl Grey Cinnamon Bun,68,80,14.0,15,Sunny,Saturday
2025-10-12,Earl Grey Cinnamon Bun,44,51,14.0,0,Rainy,Sunday
2025-10-16,Earl Grey Cinnamon Bun,24,27,14.0,0,Cloudy,Thursday
2025-10-17,Earl Grey Cinnamon Bun,36,42,14.0,0,Sunny,Friday
2025-10-18,Earl Grey Cinnamon Bun,45,54,14.0,0,Rainy,Saturday
2025-10-19,Earl Grey Cinnamon Bun,53,59,14.0,0,Sunny,Sunday
2025-10-23,Earl Grey Cinnamon Bun,25,27,14.0,0,Rainy,Thursday
2025-10-24,Earl Grey Cinnamon Bun,44,51,14.0,10,Cloudy,Friday
2025-10-25,Earl Grey Cinnamon Bun,65,72,14.0,0,Sunny,Saturday
2025-10-26,Earl Grey Cinnamon Bun,56,64,14.0,0,Cloudy,Sunday
2025-10-30,Earl Grey Cinnamon Bun,32,35,14.0,15,Rainy,Thursday
2025-10-31,Earl Grey Cinnamon Bun,42,48,14.0,25,Sunny,Friday
2025-11-01,Earl Grey Cinnamon Bun,57,65,14.0,0,Sunny,Saturday
2025-11-02,Earl Grey Cinnamon Bun,51,57,14.0,0,Rainy,Sunday
2025-11-06,Earl Grey Cinnamon Bun,29,35,14.0,0,Rainy,Thursday
2025-11-07,Earl Grey Cinnamon Bun,32,37,14.0,0,Cloudy,Friday
2025-11-08,Earl Grey Cinnamon Bun,51,59,14.0,0,Rainy,Saturday
2025-11-09,Earl Grey Cinnamon Bun,47,56,14.0,0,Sunny,Sunday
2025-11-13,Earl Grey Cinnamon Bun,24,29,14.0,0,Sunny,Thursday
2025-11-14,Earl Grey Cinnamon Bun,35,41,14.0,0,Sunny,Friday
2025-11-15,Earl Grey Cinnamon Bun,69,84,14.0,10,Sunny,Saturday
2025-11-16,Earl Grey Cinnamon Bun,56,65,14.0,0,Cloudy,Sunday
2025-11-20,Earl Grey Cinnamon Bun,32,37,14.0,0,Rainy,Thursday
2025-11-21,Earl Grey Cinnamon Bun,44,51,14.0,0,Sunny,Friday
2025-11-22,Earl Grey Cinnamon Bun,87,104,14.0,25,Sunny,Saturday
2025-11-23,Earl Grey Cinnamon Bun,69,78,14.0,0,Sunny,Sunday
2025-11-27,Earl Grey Cinnamon Bun,34,41,14.0,0,Rainy,Thursday
2025-11-28,Earl Grey Cinnamon Bun,38,42,14.0,0,Cloudy,Friday
2025-11-29,Earl Grey Cinnamon Bun,45,50,14.0,0,Rainy,Saturday
2025-11-30,Earl Grey Cinnamon Bun,61,69,14.0,0,Sunny,Sunday
2025-12-04,Earl Grey Cinnamon Bun,40,44,14.0,0,Sunny,Thursday
2025-12-05,Earl Grey Cinnamon Bun,45,54,14.0,0,Sunny,Friday
2025-12-06,Earl Grey Cinnamon Bun,54,62,14.0,0,Rainy,Saturday
2025-12-07,Earl Grey Cinnamon Bun,64,72,14.0,0,Sunny,Sunday
2025-12-11,Earl Grey Cinnamon Bun,38,42,14.0,0,Sunny,Thursday
2025-12-12,Earl Grey Cinnamon Bun,66,78,14.0,25,Sunny,Friday
2025-12-13,Earl Grey Cinnamon Bun,66,76,14.0,0,Sunny,Saturday
2025-12-14,Earl Grey Cinnamon Bun,49,54,14.0,0,Sunny,Sunday
2025-12-18,Earl Grey Cinnamon Bun,26,29,14.0,0,Sunny,Thursday
2025-12-19,Earl Grey Cinnamon Bun,40,48,14.0,0,Cloudy,Friday
2025-12-20,Earl Grey Cinnamon Bun,83,100,14.0,10,Sunny,Saturday
2025-12-21,Earl Grey Cinnamon Bun,66,78,14.0,0,Sunny,Sunday
2025-12-25,Earl Grey Cinnamon Bun,41,49,14.0,0,Sunny,Thursday
2025-12-26,Earl Grey Cinnamon Bun,57,68,14.0,0,Rainy,Friday
2025-12-27,Earl Grey Cinnamon Bun,58,65,14.0,0,Cloudy,Saturday
2025-12-28,Earl Grey Cinnamon Bun,69,82,14.0,0,Sunny,Sunday
2026-01-01,Earl Grey Cinnamon Bun,44,54,14.0,0,Cloudy,Thursday
2026-01-02,Earl Grey Cinnamon Bun,48,58,14.0,10,Rainy,Friday
2026-01-03,Earl Grey Cinnamon Bun,50,57,14.0,0,Cloudy,Saturday
2026-01-04,Earl Grey Cinnamon Bun,45,54,14.0,0,Cloudy,Sunday
2026-01-08,Earl Grey Cinnamon Bun,36,44,14.0,10,Cloudy,Thursday
2026-01-09,Earl Grey Cinnamon Bun,45,50,14.0,0,Sunny,Friday
2026-01-10,Earl Grey Cinnamon Bun,95,116,14.0,25,Sunny,Saturday
2026-01-11,Earl Grey Cinnamon Bun,76,91,14.0,0,Sunny,Sunday
2026-01-15,Earl Grey Cinnamon Bun,41,50,14.0,0,Sunny,Thursday
2026-01-16,Earl Grey Cinnamon Bun,43,50,14.0,0,Sunny,Friday
2026-01-17,Earl Grey Cinnamon Bun,68,82,14.0,0,Sunny,Saturday
2026-01-18,Earl Grey Cinnamon Bun,65,74,14.0,10,Sunny,Sunday
2026-01-22,Earl Grey Cinnamon Bun,30,34,14.0,0,Sunny,Thursday
2026-01-23,Earl Grey Cinnamon Bun,40,45,14.0,0,Rainy,Friday
2026-01-24,Earl Grey Cinnamon Bun,61,69,14.0,0,Cloudy,Saturday
2026-01-25,Earl Grey Cinnamon Bun,60,69,14.0,0,Cloudy,Sunday
2026-01-29,Earl Grey Cinnamon Bun,36,43,14.0,0,Sunny,Thursday
2026-01-30,Earl Grey Cinnamon Bun,32,36,14.0,0,Sunny,Friday
2026-01-31,Earl Grey Cinnamon Bun,63,73,14.0,0,Sunny,Saturday
2026-02-01,Earl Grey Cinnamon Bun,55,62,14.0,0,Cloudy,Sunday
2026-02-05,Earl Grey Cinnamon Bun,28,32,14.0,0,Cloudy,Thursday
2026-02-06,Earl Grey Cinnamon Bun,41,48,14.0,0,Cloudy,Friday
2026-02-07,Earl Grey Cinnamon Bun,54,62,14.0,0,Cloudy,Saturday
2026-02-08,Earl Grey Cinnamon Bun,68,76,14.0,15,Sunny,Sunday
2026-02-12,Earl Grey Cinnamon Bun,48,53,14.0,0,Sunny,Thursday
2026-02-13,Earl Grey Cinnamon Bun,67,75,14.0,0,Cloudy,Friday
2026-02-14,Earl Grey Cinnamon Bun,104,124,14.0,0,Sunny,Saturday
2026-02-15,Earl Grey Cinnamon Bun,55,66,14.0,0,Cloudy,Sunday
2026-02-19,Earl Grey Cinnamon Bun,50,58,14.0,25,Sunny,Thursday
2026-02-20,Earl Grey Cinnamon Bun,51,59,14.0,0,Sunny,Friday
2026-02-21,Earl Grey Cinnamon Bun,48,55,14.0,0,Sunny,Saturday
2026-02-22,Earl Grey Cinnamon Bun,43,49,14.0,0,Cloudy,Sunday
2026-02-26,Earl Grey Cinnamon Bun,35,38,14.0,15,Cloudy,Thursday
2026-02-27,Earl Grey Cinnamon Bun,39,46,14.0,0,Sunny,Friday
2026-02-28,Earl Grey Cinnamon Bun,49,58,14.0,0,Cloudy,Saturday
2026-03-01,Earl Grey Cinnamon Bun,76,86,14.0,15,Cloudy,Sunday
2026-03-05,Earl Grey Cinnamon Bun,37,45,14.0,0,Cloudy,Thursday
2026-03-06,Earl Grey Cinnamon Bun,43,48,14.0,0,Sunny,Friday
2026-03-07,Earl Grey Cinnamon Bun,62,75,14.0,0,Sunny,Saturday
2026-03-08,Earl Grey Cinnamon Bun,54,61,14.0,0,Cloudy,Sunday
2026-03-12,Earl Grey Cinnamon Bun,41,50,14.0,0,Sunny,Thursday
2026-03-13,Earl Grey Cinnamon Bun,49,56,14.0,10,Rainy,Friday
2026-03-14,Earl Grey Cinnamon Bun,66,79,14.0,0,Sunny,Saturday
2026-03-15,Earl Grey Cinnamon Bun,65,75,14.0,0,Sunny,Sunday
2026-03-19,Earl Grey Cinnamon Bun,36,42,14.0,0,Cloudy,Thursday
2026-03-20,Earl Grey Cinnamon Bun,39,45,14.0,0,Cloudy,Friday
2026-03-21,Earl Grey Cinnamon Bun,56,65,14.0,0,Rainy,Saturday
2026-03-22,Earl Grey Cinnamon Bun,91,103,14.0,25,Sunny,Sunday
2026-03-26,Earl Grey Cinnamon Bun,38,43,14.0,0,Sunny,Thursday
2026-03-27,Earl Grey Cinnamon Bun,45,53,14.0,0,Cloudy,Friday
2026-03-28,Earl Grey Cinnamon Bun,64,76,14.0,0,Sunny,Saturday
2026-03-29,Earl Grey Cinnamon Bun,62,75,14.0,0,Cloudy,Sunday
2026-04-02,Earl Grey Cinnamon Bun,43,49,14.0,0,Cloudy,Thursday
2026-04-03,Earl Grey Cinnamon Bun,46,51,14.0,0,Rainy,Friday
2026-04-04,Earl Grey Cinnamon Bun,82,97,14.0,0,Sunny,Saturday
2026-04-05,Earl Grey Cinnamon Bun,69,76,14.0,0,Rainy,Sunday
2026-04-09,Earl Grey Cinnamon Bun,42,47,14.0,0,Sunny,Thursday
2026-04-10,Earl Grey Cinnamon Bun,61,72,14.0,25,Sunny,Friday
2026-04-11,Earl Grey Cinnamon Bun,86,95,14.0,0,Sunny,Saturday
2026-04-12,Earl Grey Cinnamon Bun,62,74,14.0,0,Cloudy,Sunday
2026-04-16,Earl Grey Cinnamon Bun,37,43,14.0,0,Sunny,Thursday
2026-04-17,Earl Grey Cinnamon Bun,46,52,14.0,0,Sunny,Friday
2026-04-18,Earl Grey Cinnamon Bun,62,75,14.0,0,Cloudy,Saturday
2026-04-19,Earl Grey Cinnamon Bun,62,74,14.0,0,Cloudy,Sunday
2026-04-23,Earl Grey Cinnamon Bun,43,52,14.0,25,Sunny,Thursday
2026-04-24,Earl Grey Cinnamon Bun,39,46,14.0,0,Cloudy,Friday
2026-04-25,Earl Grey Cinnamon Bun,63,75,14.0,0,Sunny,Saturday
2026-04-26,Earl Grey Cinnamon Bun,88,100,14.0,15,Sunny,Sunday
2026-04-30,Earl Grey Cinnamon Bun,52,63,14.0,0,Sunny,Thursday
2026-05-01,Earl Grey Cinnamon Bun,37,45,14.0,0,Rainy,Friday
2026-05-02,Earl Grey Cinnamon Bun,63,74,14.0,0,Sunny,Saturday
2026-05-03,Earl Grey Cinnamon Bun,46,53,14.0,0,Rainy,Sunday
2026-05-07,Earl Grey Cinnamon Bun,32,37,14.0,0,Sunny,Thursday
2026-05-08,Earl Grey Cinnamon Bun,54,63,14.0,0,Sunny,Friday
2026-05-09,Earl Grey Cinnamon Bun,74,85,14.0,0,Cloudy,Saturday
2026-05-10,Earl Grey Cinnamon Bun,105,126,14.0,0,Sunny,Sunday
2026-05-14,Earl Grey Cinnamon Bun,33,39,14.0,0,Rainy,Thursday
2026-05-15,Earl Grey Cinnamon Bun,49,56,14.0,0,Sunny,Friday
2026-05-16,Earl Grey Cinnamon Bun,82,98,14.0,0,Sunny,Saturday
2026-05-17,Earl Grey Cinnamon Bun,70,85,14.0,0,Sunny,Sunday
2025-01-02,Dubai Chocolate Kunafa Brownie,33,36,22.0,0,Sunny,Thursday
2025-01-03,Dubai Chocolate Kunafa Brownie,33,38,22.0,0,Sunny,Friday
2025-01-04,Dubai Chocolate Kunafa Brownie,49,54,22.0,0,Rainy,Saturday
2025-01-05,Dubai Chocolate Kunafa Brownie,56,67,22.0,0,Sunny,Sunday
2025-01-09,Dubai Chocolate Kunafa Brownie,28,34,22.0,0,Sunny,Thursday
2025-01-10,Dubai Chocolate Kunafa Brownie,35,41,22.0,0,Rainy,Friday
2025-01-11,Dubai Chocolate Kunafa Brownie,65,78,22.0,0,Sunny,Saturday
2025-01-12,Dubai Chocolate Kunafa Brownie,47,55,22.0,0,Rainy,Sunday
2025-01-16,Dubai Chocolate Kunafa Brownie,29,34,22.0,0,Cloudy,Thursday
2025-01-17,Dubai Chocolate Kunafa Brownie,38,43,22.0,0,Cloudy,Friday
2025-01-18,Dubai Chocolate Kunafa Brownie,71,84,22.0,0,Sunny,Saturday
2025-01-19,Dubai Chocolate Kunafa Brownie,73,81,22.0,0,Sunny,Sunday
2025-01-23,Dubai Chocolate Kunafa Brownie,41,49,22.0,0,Sunny,Thursday
2025-01-24,Dubai Chocolate Kunafa Brownie,33,41,22.0,0,Rainy,Friday
2025-01-25,Dubai Chocolate Kunafa Brownie,65,75,22.0,0,Sunny,Saturday
2025-01-26,Dubai Chocolate Kunafa Brownie,66,79,22.0,10,Sunny,Sunday
2025-01-30,Dubai Chocolate Kunafa Brownie,33,38,22.0,0,Cloudy,Thursday
2025-01-31,Dubai Chocolate Kunafa Brownie,31,37,22.0,0,Sunny,Friday
2025-02-01,Dubai Chocolate Kunafa Brownie,58,64,22.0,0,Cloudy,Saturday
2025-02-02,Dubai Chocolate Kunafa Brownie,55,63,22.0,0,Rainy,Sunday
2025-02-06,Dubai Chocolate Kunafa Brownie,39,46,22.0,0,Sunny,Thursday
2025-02-07,Dubai Chocolate Kunafa Brownie,41,48,22.0,0,Sunny,Friday
2025-02-08,Dubai Chocolate Kunafa Brownie,84,93,22.0,0,Sunny,Saturday
2025-02-09,Dubai Chocolate Kunafa Brownie,83,95,22.0,0,Cloudy,Sunday
2025-02-13,Dubai Chocolate Kunafa Brownie,57,69,22.0,0,Sunny,Thursday
2025-02-14,Dubai Chocolate Kunafa Brownie,53,65,22.0,15,Rainy,Friday
2025-02-15,Dubai Chocolate Kunafa Brownie,55,65,22.0,0,Sunny,Saturday
2025-02-16,Dubai Chocolate Kunafa Brownie,77,90,22.0,15,Sunny,Sunday
2025-02-20,Dubai Chocolate Kunafa Brownie,36,41,22.0,0,Sunny,Thursday
2025-02-21,Dubai Chocolate Kunafa Brownie,43,52,22.0,0,Cloudy,Friday
2025-02-22,Dubai Chocolate Kunafa Brownie,57,66,22.0,0,Rainy,Saturday
2025-02-23,Dubai Chocolate Kunafa Brownie,56,63,22.0,0,Cloudy,Sunday
2025-02-27,Dubai Chocolate Kunafa Brownie,27,33,22.0,0,Cloudy,Thursday
2025-02-28,Dubai Chocolate Kunafa Brownie,41,46,22.0,0,Sunny,Friday
2025-03-01,Dubai Chocolate Kunafa Brownie,78,94,22.0,0,Sunny,Saturday
2025-03-02,Dubai Chocolate Kunafa Brownie,82,92,22.0,0,Sunny,Sunday
2025-03-06,Dubai Chocolate Kunafa Brownie,38,46,22.0,0,Cloudy,Thursday
2025-03-07,Dubai Chocolate Kunafa Brownie,43,50,22.0,0,Sunny,Friday
2025-03-08,Dubai Chocolate Kunafa Brownie,85,100,22.0,0,Sunny,Saturday
2025-03-09,Dubai Chocolate Kunafa Brownie,81,92,22.0,0,Sunny,Sunday
2025-03-13,Dubai Chocolate Kunafa Brownie,28,32,22.0,0,Rainy,Thursday
2025-03-14,Dubai Chocolate Kunafa Brownie,48,56,22.0,0,Sunny,Friday
2025-03-15,Dubai Chocolate Kunafa Brownie,83,98,22.0,0,Sunny,Saturday
2025-03-16,Dubai Chocolate Kunafa Brownie,78,92,22.0,0,Sunny,Sunday
2025-03-20,Dubai Chocolate Kunafa Brownie,39,45,22.0,0,Sunny,Thursday
2025-03-21,Dubai Chocolate Kunafa Brownie,50,58,22.0,0,Sunny,Friday
2025-03-22,Dubai Chocolate Kunafa Brownie,80,92,22.0,0,Cloudy,Saturday
2025-03-23,Dubai Chocolate Kunafa Brownie,70,80,22.0,0,Cloudy,Sunday
2025-03-27,Dubai Chocolate Kunafa Brownie,28,31,22.0,0,Rainy,Thursday
2025-03-28,Dubai Chocolate Kunafa Brownie,48,53,22.0,0,Sunny,Friday
2025-03-29,Dubai Chocolate Kunafa Brownie,107,123,22.0,0,Sunny,Saturday
2025-03-30,Dubai Chocolate Kunafa Brownie,52,60,22.0,0,Rainy,Sunday
2025-04-03,Dubai Chocolate Kunafa Brownie,37,44,22.0,0,Sunny,Thursday
2025-04-04,Dubai Chocolate Kunafa Brownie,44,48,22.0,0,Sunny,Friday
2025-04-05,Dubai Chocolate Kunafa Brownie,59,66,22.0,0,Sunny,Saturday
2025-04-06,Dubai Chocolate Kunafa Brownie,61,72,22.0,0,Cloudy,Sunday
2025-04-10,Dubai Chocolate Kunafa Brownie,32,38,22.0,0,Rainy,Thursday
2025-04-11,Dubai Chocolate Kunafa Brownie,55,66,22.0,0,Sunny,Friday
2025-04-12,Dubai Chocolate Kunafa Brownie,87,97,22.0,0,Sunny,Saturday
2025-04-13,Dubai Chocolate Kunafa Brownie,75,89,22.0,0,Cloudy,Sunday
2025-04-17,Dubai Chocolate Kunafa Brownie,37,44,22.0,0,Cloudy,Thursday
2025-04-18,Dubai Chocolate Kunafa Brownie,63,73,22.0,25,Cloudy,Friday
2025-04-19,Dubai Chocolate Kunafa Brownie,72,88,22.0,25,Cloudy,Saturday
2025-04-20,Dubai Chocolate Kunafa Brownie,79,93,22.0,10,Sunny,Sunday
2025-04-24,Dubai Chocolate Kunafa Brownie,27,32,22.0,0,Rainy,Thursday
2025-04-25,Dubai Chocolate Kunafa Brownie,41,46,22.0,0,Cloudy,Friday
2025-04-26,Dubai Chocolate Kunafa Brownie,89,100,22.0,0,Sunny,Saturday
2025-04-27,Dubai Chocolate Kunafa Brownie,55,62,22.0,0,Rainy,Sunday
2025-05-01,Dubai Chocolate Kunafa Brownie,44,52,22.0,0,Sunny,Thursday
2025-05-02,Dubai Chocolate Kunafa Brownie,52,57,22.0,0,Sunny,Friday
2025-05-03,Dubai Chocolate Kunafa Brownie,70,77,22.0,0,Cloudy,Saturday
2025-05-04,Dubai Chocolate Kunafa Brownie,77,93,22.0,0,Sunny,Sunday
2025-05-08,Dubai Chocolate Kunafa Brownie,44,53,22.0,0,Sunny,Thursday
2025-05-09,Dubai Chocolate Kunafa Brownie,52,62,22.0,0,Sunny,Friday
2025-05-10,Dubai Chocolate Kunafa Brownie,80,89,22.0,0,Sunny,Saturday
2025-05-11,Dubai Chocolate Kunafa Brownie,91,109,22.0,0,Cloudy,Sunday
2025-05-15,Dubai Chocolate Kunafa Brownie,40,44,22.0,0,Sunny,Thursday
2025-05-16,Dubai Chocolate Kunafa Brownie,51,58,22.0,0,Sunny,Friday
2025-05-17,Dubai Chocolate Kunafa Brownie,67,79,22.0,0,Cloudy,Saturday
2025-05-18,Dubai Chocolate Kunafa Brownie,61,67,22.0,0,Cloudy,Sunday
2025-05-22,Dubai Chocolate Kunafa Brownie,36,43,22.0,0,Sunny,Thursday
2025-05-23,Dubai Chocolate Kunafa Brownie,41,46,22.0,0,Rainy,Friday
2025-05-24,Dubai Chocolate Kunafa Brownie,80,96,22.0,0,Cloudy,Saturday
2025-05-25,Dubai Chocolate Kunafa Brownie,69,81,22.0,0,Rainy,Sunday
2025-05-29,Dubai Chocolate Kunafa Brownie,50,56,22.0,0,Sunny,Thursday
2025-05-30,Dubai Chocolate Kunafa Brownie,55,63,22.0,0,Sunny,Friday
2025-05-31,Dubai Chocolate Kunafa Brownie,83,94,22.0,0,Sunny,Saturday
2025-06-01,Dubai Chocolate Kunafa Brownie,68,76,22.0,0,Cloudy,Sunday
2025-06-05,Dubai Chocolate Kunafa Brownie,28,33,22.0,0,Rainy,Thursday
2025-06-06,Dubai Chocolate Kunafa Brownie,46,51,22.0,0,Sunny,Friday
2025-06-07,Dubai Chocolate Kunafa Brownie,71,86,22.0,0,Cloudy,Saturday
2025-06-08,Dubai Chocolate Kunafa Brownie,61,68,22.0,0,Rainy,Sunday
2025-06-12,Dubai Chocolate Kunafa Brownie,33,40,22.0,0,Cloudy,Thursday
2025-06-13,Dubai Chocolate Kunafa Brownie,69,80,22.0,25,Sunny,Friday
2025-06-14,Dubai Chocolate Kunafa Brownie,71,83,22.0,0,Cloudy,Saturday
2025-06-15,Dubai Chocolate Kunafa Brownie,48,56,22.0,0,Rainy,Sunday
2025-06-19,Dubai Chocolate Kunafa Brownie,27,32,22.0,0,Rainy,Thursday
2025-06-20,Dubai Chocolate Kunafa Brownie,48,53,22.0,0,Cloudy,Friday
2025-06-21,Dubai Chocolate Kunafa Brownie,80,95,22.0,0,Rainy,Saturday
2025-06-22,Dubai Chocolate Kunafa Brownie,92,103,22.0,0,Sunny,Sunday
2025-06-26,Dubai Chocolate Kunafa Brownie,41,49,22.0,25,Rainy,Thursday
2025-06-27,Dubai Chocolate Kunafa Brownie,57,66,22.0,0,Sunny,Friday
2025-06-28,Dubai Chocolate Kunafa Brownie,65,72,22.0,0,Rainy,Saturday
2025-06-29,Dubai Chocolate Kunafa Brownie,81,93,22.0,0,Sunny,Sunday
2025-07-03,Dubai Chocolate Kunafa Brownie,56,66,22.0,0,Sunny,Thursday
2025-07-04,Dubai Chocolate Kunafa Brownie,61,73,22.0,0,Cloudy,Friday
2025-07-05,Dubai Chocolate Kunafa Brownie,88,97,22.0,0,Cloudy,Saturday
2025-07-06,Dubai Chocolate Kunafa Brownie,84,98,22.0,0,Cloudy,Sunday
2025-07-10,Dubai Chocolate Kunafa Brownie,43,47,22.0,0,Cloudy,Thursday
2025-07-11,Dubai Chocolate Kunafa Brownie,57,69,22.0,0,Sunny,Friday
2025-07-12,Dubai Chocolate Kunafa Brownie,73,86,22.0,0,Rainy,Saturday
2025-07-13,Dubai Chocolate Kunafa Brownie,73,81,22.0,0,Cloudy,Sunday
2025-07-17,Dubai Chocolate Kunafa Brownie,41,46,22.0,0,Sunny,Thursday
2025-07-18,Dubai Chocolate Kunafa Brownie,53,62,22.0,0,Cloudy,Friday
2025-07-19,Dubai Chocolate Kunafa Brownie,71,81,22.0,0,Rainy,Saturday
2025-07-20,Dubai Chocolate Kunafa Brownie,86,96,22.0,0,Sunny,Sunday
2025-07-24,Dubai Chocolate Kunafa Brownie,42,50,22.0,0,Sunny,Thursday
2025-07-25,Dubai Chocolate Kunafa Brownie,57,68,22.0,0,Sunny,Friday
2025-07-26,Dubai Chocolate Kunafa Brownie,66,74,22.0,0,Rainy,Saturday
2025-07-27,Dubai Chocolate Kunafa Brownie,90,103,22.0,0,Cloudy,Sunday
2025-07-31,Dubai Chocolate Kunafa Brownie,48,54,22.0,0,Cloudy,Thursday
2025-08-01,Dubai Chocolate Kunafa Brownie,51,61,22.0,0,Cloudy,Friday
2025-08-02,Dubai Chocolate Kunafa Brownie,93,109,22.0,0,Sunny,Saturday
2025-08-03,Dubai Chocolate Kunafa Brownie,71,84,22.0,0,Rainy,Sunday
2025-08-07,Dubai Chocolate Kunafa Brownie,36,40,22.0,0,Rainy,Thursday
2025-08-08,Dubai Chocolate Kunafa Brownie,54,60,22.0,15,Rainy,Friday
2025-08-09,Dubai Chocolate Kunafa Brownie,95,114,22.0,0,Sunny,Saturday
2025-08-10,Dubai Chocolate Kunafa Brownie,80,96,22.0,0,Sunny,Sunday
2025-08-14,Dubai Chocolate Kunafa Brownie,43,48,22.0,0,Sunny,Thursday
2025-08-15,Dubai Chocolate Kunafa Brownie,41,46,22.0,0,Rainy,Friday
2025-08-16,Dubai Chocolate Kunafa Brownie,91,107,22.0,0,Sunny,Saturday
2025-08-17,Dubai Chocolate Kunafa Brownie,117,136,22.0,20,Sunny,Sunday
2025-08-21,Dubai Chocolate Kunafa Brownie,39,46,22.0,0,Cloudy,Thursday
2025-08-22,Dubai Chocolate Kunafa Brownie,37,44,22.0,0,Cloudy,Friday
2025-08-23,Dubai Chocolate Kunafa Brownie,110,133,22.0,20,Cloudy,Saturday
2025-08-24,Dubai Chocolate Kunafa Brownie,85,102,22.0,0,Sunny,Sunday
2025-08-28,Dubai Chocolate Kunafa Brownie,35,39,22.0,0,Cloudy,Thursday
2025-08-29,Dubai Chocolate Kunafa Brownie,66,74,22.0,0,Sunny,Friday
2025-08-30,Dubai Chocolate Kunafa Brownie,97,116,22.0,0,Sunny,Saturday
2025-08-31,Dubai Chocolate Kunafa Brownie,88,107,22.0,0,Sunny,Sunday
2025-09-04,Dubai Chocolate Kunafa Brownie,43,50,22.0,0,Cloudy,Thursday
2025-09-05,Dubai Chocolate Kunafa Brownie,59,71,22.0,0,Sunny,Friday
2025-09-06,Dubai Chocolate Kunafa Brownie,108,129,22.0,0,Sunny,Saturday
2025-09-07,Dubai Chocolate Kunafa Brownie,82,94,22.0,0,Sunny,Sunday
2025-09-11,Dubai Chocolate Kunafa Brownie,32,38,22.0,0,Cloudy,Thursday
2025-09-12,Dubai Chocolate Kunafa Brownie,42,51,22.0,0,Sunny,Friday
2025-09-13,Dubai Chocolate Kunafa Brownie,68,78,22.0,0,Cloudy,Saturday
2025-09-14,Dubai Chocolate Kunafa Brownie,71,86,22.0,0,Cloudy,Sunday
2025-09-18,Dubai Chocolate Kunafa Brownie,35,41,22.0,0,Cloudy,Thursday
2025-09-19,Dubai Chocolate Kunafa Brownie,55,62,22.0,0,Cloudy,Friday
2025-09-20,Dubai Chocolate Kunafa Brownie,72,83,22.0,0,Cloudy,Saturday
2025-09-21,Dubai Chocolate Kunafa Brownie,79,91,22.0,0,Sunny,Sunday
2025-09-25,Dubai Chocolate Kunafa Brownie,26,30,22.0,0,Rainy,Thursday
2025-09-26,Dubai Chocolate Kunafa Brownie,54,64,22.0,0,Sunny,Friday
2025-09-27,Dubai Chocolate Kunafa Brownie,87,101,22.0,0,Cloudy,Saturday
2025-09-28,Dubai Chocolate Kunafa Brownie,86,101,22.0,0,Cloudy,Sunday
2025-10-02,Dubai Chocolate Kunafa Brownie,40,49,22.0,0,Cloudy,Thursday
2025-10-03,Dubai Chocolate Kunafa Brownie,46,52,22.0,0,Cloudy,Friday
2025-10-04,Dubai Chocolate Kunafa Brownie,72,80,22.0,0,Rainy,Saturday
2025-10-05,Dubai Chocolate Kunafa Brownie,92,103,22.0,0,Sunny,Sunday
2025-10-09,Dubai Chocolate Kunafa Brownie,52,64,22.0,0,Sunny,Thursday
2025-10-10,Dubai Chocolate Kunafa Brownie,71,82,22.0,0,Sunny,Friday
2025-10-11,Dubai Chocolate Kunafa Brownie,83,99,22.0,0,Sunny,Saturday
2025-10-12,Dubai Chocolate Kunafa Brownie,61,74,22.0,0,Rainy,Sunday
2025-10-16,Dubai Chocolate Kunafa Brownie,51,57,22.0,15,Cloudy,Thursday
2025-10-17,Dubai Chocolate Kunafa Brownie,62,71,22.0,0,Sunny,Friday
2025-10-18,Dubai Chocolate Kunafa Brownie,85,102,22.0,0,Rainy,Saturday
2025-10-19,Dubai Chocolate Kunafa Brownie,94,104,22.0,0,Sunny,Sunday
2025-10-23,Dubai Chocolate Kunafa Brownie,30,36,22.0,0,Rainy,Thursday
2025-10-24,Dubai Chocolate Kunafa Brownie,52,59,22.0,0,Cloudy,Friday
2025-10-25,Dubai Chocolate Kunafa Brownie,99,120,22.0,0,Sunny,Saturday
2025-10-26,Dubai Chocolate Kunafa Brownie,85,103,22.0,0,Cloudy,Sunday
2025-10-30,Dubai Chocolate Kunafa Brownie,39,44,22.0,0,Rainy,Thursday
2025-10-31,Dubai Chocolate Kunafa Brownie,57,68,22.0,0,Sunny,Friday
2025-11-01,Dubai Chocolate Kunafa Brownie,99,113,22.0,0,Sunny,Saturday
2025-11-02,Dubai Chocolate Kunafa Brownie,65,78,22.0,0,Rainy,Sunday
2025-11-06,Dubai Chocolate Kunafa Brownie,32,37,22.0,0,Rainy,Thursday
2025-11-07,Dubai Chocolate Kunafa Brownie,43,50,22.0,0,Cloudy,Friday
2025-11-08,Dubai Chocolate Kunafa Brownie,72,83,22.0,0,Rainy,Saturday
2025-11-09,Dubai Chocolate Kunafa Brownie,91,109,22.0,0,Sunny,Sunday
